index,Follower,Target
60422132,852195,695374
11094598,718696,8765346
72761389,2968879,628478
40445449,37562,324014
8183453,420119,377050
64257459,1332731,195563
51309169,69048,53213
44197493,5697599,5698099
67527947,1733058,437256
33524679,471404,8763464
11299522,870378,32040
23462924,4165999,8814657
77758535,4441719,46381
39695917,388086,7603885
34166408,150930,8764412
65532227,1500382,25266
16713892,4453769,8767493
61755119,1025532,627824
81472945,6522421,216829
61353525,982554,71823
78145676,4617398,1349110
22795730,3066880,10496531
77438225,4388915,252013
26805483,1382473,1013975
13028916,118507,3047378
63268158,1223016,1070436
37837791,2206448,5617265
12852720,644717,8765057
55488519,293019,432371
39201066,270284,1849329
66510493,1555103,280514
73991296,3279540,92861
7478979,866341,8827464
49724396,31886,2936970
42224858,16252,154126
40894499,56668,54439
56630549,433452,48221
22072231,1343225,2458047
31025621,2308195,7248822
70728155,2368983,287875
38485552,6869430,5729774
1161577,62412,1957660
47065673,48042,195532
38358390,133094,8246392
69835186,2151334,262778
77857871,4481995,3036250
47302268,933941,3065213
8739183,421287,8795076
70878816,2419916,548177
59719476,705477,705861
27509662,67035,5109850
35737490,1116367,10404
9192801,632890,117
84723680,8209899,8121005
16586409,48221,3388865
84138655,7748021,7735881
55713735,342230,105897
68884958,1939163,186347
65462968,1498591,405908
22329719,33975,91866
21844748,23354,2869343
76136452,4012593,547132
18199234,374734,4803371
72890915,3008858,1322407
9623291,1944277,5816749
47267620,1449487,3085556
27722763,46381,1012948
50021469,40174,44064
26791209,2811600,3473
81268004,6346665,5994113
14422572,2944171,8768755
10506865,641710,47101
78223567,4630323,5709340
80800291,5948260,1291908
83621184,7398357,18154
25644933,2620640,632868
57162442,457496,630288
17814329,3412858,8851237
47226073,451148,1291800
7169883,421994,8768099
19045395,1246601,10268167
45843897,119446,4861479
10668640,571821,98085
45470329,25442,3088553
62077515,1063070,195923
31146621,1848423,71314
46339950,56669,415632
32657407,443746,1428467
56096162,399967,44058
60041188,744888,2686009
19622835,506862,8765370
35481309,491596,706345
33913956,150440,4629474
18776918,423288,4855415
6570136,659655,7548618
37004711,2364691,16928
61658041,1015829,573164
37691818,11539,219765
61571023,1008006,3342945
30320233,81868,4323478
61290424,969723,72280
84640278,8128691,8121005
74212502,3334925,1449582
59319268,663304,407148
12639126,498260,440728
5555061,853421,31986
42974641,3487,1977304
25521577,262890,90447
32559862,72439,107232
49083097,13912,386085
31691795,111800,1091449
79534589,5334566,16252
69883787,2168073,1020167
50013245,39704,39498
59555191,677301,18115
2302661,151380,9026891
74720493,3390795,3417
66494217,1553332,16155
58335370,616338,849522
33951413,475355,10857673
58546175,620318,265243
75225100,3548320,12890
13538515,3412226,8905855
63162071,1213452,2056174
49394340,19081,3001589
50958750,56682,103389
71477805,2607362,216481
26609850,59072,1380493
18314856,4816080,16823
47402170,284688,7399476
28559658,33391,241809
26674976,6286,1315161
16250539,188473,8189032
35956187,497111,3422472
13084657,3069309,8822555
49215456,16198,3352092
70000439,2200363,2461699
39196218,270284,300968
20486597,506079,684951
46443031,1778108,55717
1638888,387545,8814709
40951313,444266,91919
78118040,4601234,1349110
52344011,110441,1485749
44949423,46396,679777
75753734,3831215,7496
2081126,182794,9005275
81216876,6298420,5994113
24730626,432371,1353854
9951538,1611327,2709601
45394045,25442,65197
56709453,440388,443746
72904861,3010375,34919
8684799,866978,69324
19596093,506174,8768898
67247213,1679445,213358
80724423,5894758,441663
84094544,7714119,3948694
59224061,655043,4713906
2483092,1087540,1414968
19593615,4999359,10306971
33576397,146837,10823499
18197354,374734,4802641
18623521,2942454,4017163
83763354,7507550,1340935
9598875,2649475,744388
4755046,727583,8770836
84055840,7684477,7857376
40664015,3364,747619
54290233,230249,25288
14132643,23183,3516522
34381729,1110236,8763519
1401427,667161,8767035
16578496,48221,4414880
19952934,695272,9749330
26088856,55511,3576271
5697663,1630251,1899940
32853929,72280,403304
42684175,4018,56856
41286561,266470,3394383
25818813,409,1506003
14633937,1985498,7188659
63309312,1228223,25659
73398514,3106959,425867
82334861,6720168,133331
83590545,7379239,1293434
19648993,886882,3537045
54880270,263147,55021
59072975,647725,112056
16397379,2148023,1819615
39666652,744986,2279143
2729967,14238,423346
71325283,2531693,8079
51161646,64145,1601524
84423191,7959881,8000051
1584309,488819,4400066
4859395,742525,742865
48337635,2313,2166778
27597216,44064,1738730
55507471,293283,117986
69135556,1980757,46396
40455318,37562,68937
26292713,44072,284720
7144978,1654864,2174996
17220283,371035,10155769
67375450,1703135,195146
8781771,2479531,1374301
33484372,5152011,13521
52891564,136570,207909
80268852,5696708,5721313
43666467,3402,1267340
6386937,402122,407660
10868786,851975,8763505
35274901,489718,8763470
5846853,4703,1292705
2181147,23407,8769656
64539262,1371140,499956
44427638,216481,1510399
60912513,934145,654908
50216181,45747,1171734
40208920,56003,719192
84506330,8010231,3617029
40161546,56382,16127
38905497,681819,1287563
17816439,3438399,4827491
37841330,4124469,7626912
36595772,889135,908279
63774936,1292815,11126
25484485,47344,3354178
33036167,139602,669495
67343979,1697063,6601712
58424762,619045,444250
10039488,872329,4153408
71538606,2623583,700058
10125731,1101092,2435890
32666474,443746,1288083
27391067,1552947,3237367
65561047,1501061,654945
15462038,4077515,84857
55884668,383057,618837
1075458,12696,1121020
3495204,34274,6857306
14118982,2933934,8765667
73519844,3142102,2041453
20746555,2940606,8900053
43022628,3487,4189653
4770004,877029,289088
10946005,254568,9261756
56210250,406613,1505214
38230638,2654849,11108143
74407453,3363054,46232
52351125,111381,828627
46178366,195923,433153
3349532,510549,1951729
17206934,494804,570929
75627352,3727580,7496
3822189,1444469,8815583
52876925,136238,105620
3674476,151919,7792602
23101834,2939222,2778492
70759526,2380757,399586
15373218,189292,11048
68846220,1929555,160610
24830123,227125,268527
84838334,8307476,234702
69537462,2089369,1575504
42786693,55567,2320673
29132778,48017,451002
66883881,1606290,442138
58306688,614304,6896293
39486095,37576,925991
14679744,1350855,8719857
66899592,1609427,54988
10040299,872405,14715
34827152,847346,5008433
10163551,825571,100109
35914621,504311,8764409
6015699,1962067,111665
47620115,3278172,1511746
24162880,444452,2763341
14416856,398305,9244017
24397444,1290964,217738
43955681,117986,432666
14473286,516548,195745
7469308,878493,2303
78215503,4629262,132335
15794277,25659,548127
46568807,433171,56796
11215745,2972077,4013573
13284668,3298892,119055
82171939,6659686,7761041
19330778,530303,10289267
25194092,46115,1849637
30886395,411058,10734593
12879419,650744,3252469
80770886,5926056,5914783
12746283,886170,8869720
4831488,613812,249959
30662259,2340,1803485
52312355,107226,159855
72664275,2948302,37562
66509224,1554888,294524
45505484,2339,1458197
50317859,47005,865486
27364492,16242,3279624
46887321,1181787,55889
8343526,113350,3975886
60905353,934001,444716
75549772,3676269,39146
34291511,4303127,8765131
31103537,3385175,2097749
19267099,1761959,8616924
60812889,927948,106743
20741690,90494,98315
14479320,2763600,1026040
7030642,23516,287016
54553551,242909,2340
73599477,3166552,644940
1535912,735836,735838
24935731,15744,6563034
65166521,1459124,1146781
62428080,1120487,64435
14052517,1328784,30413
74940224,3445917,32171
5074674,15291,1756963
41910601,200408,11170755
72329108,2863776,141339
38035297,5987908,11084768
67392391,1704942,119477
81566084,6532033,216481
55131243,269426,52262
51849596,89980,853421
23942680,1870502,14006
33359991,1762046,8765090
25063904,259580,2771390
31932575,3887,121073
73256194,3087869,196241
9589742,5819,41497
37756269,4196201,1427717
14369591,3580055,3580078
32674809,443746,71739
57414674,528875,270284
53501516,196161,618837
55156736,269782,2518334
71353069,2542424,1550267
42053749,65187,1798456
75565715,3684045,94160
28915857,284687,2171407
10140824,2773091,98242
44880240,444613,243773
5921151,496218,6927614
3799903,87352,59181
28052545,16201,1587808
14820715,1508954,15892
31398693,433285,400195
2060679,1000051,960809
68604396,1873515,72413
13724054,1828152,8767899
69086841,1971400,875157
28839517,619632,153883
3325079,14746,8786915
16509474,224396,654326
73226135,3087004,443687
29142147,2435516,13085
12875269,650744,9013952
75990125,3938525,132335
39821676,55021,934795
37722820,979824,1443584
69059676,1965251,933925
16811954,3033659,2306528
26344585,4397773,4414791
40561390,618837,433375
63869871,1297661,255257
913012,422034,645257
2016955,876687,797152
77605880,4412164,6963
61834758,1036873,15744
7141834,1378209,8774270
24864363,95018,1042364
14485188,516910,1491515
14904368,3928231,4120212
29917092,89068,743366
43356019,1735850,3291054
40867117,56668,3381291
73291293,3092271,8694062
21840332,5591652,4747578
65135888,1456248,3341872
72253193,2833489,8108055
11931996,26616,1830785
80462925,5766467,5766464
11738826,152900,3084272
16711047,1871771,8764424
13078186,1897825,98242
44823862,584823,1940315
70844929,2406939,911523
26521683,18732,2417437
32350562,682095,4475862
54437608,238316,724467
39309481,263530,621703
77859166,4482723,12890
35688992,493846,2068978
17863353,13316,10190817
85237261,8671074,5611279
29144277,621465,990893
29727537,53881,3098855
5197669,173564,9276850
10958951,408218,2534090
48424655,3468,97173
83116567,7106575,16270
74644048,3387818,16496
17013547,901557,8765351
54283440,229726,177069
55836558,378793,1096413
37610408,3323122,5479493
17778261,1696653,4166278
10340959,22081,203859
46729530,48915,820916
49499109,22137,409549
38106829,118422,1956987
65009041,1448841,153560
54442948,238593,120076
38611660,667431,891080
8154519,122565,14987
11058205,1911034,9573841
65931938,1509307,4411481
43351674,2363635,55027
81062554,6157109,5994113
75091764,3498415,195146
13087919,2874909,1436987
84397786,7941151,3356265
60618629,901999,56382
3043549,644662,1201838
77144254,4239126,510595
85163974,8601035,1149873
35670299,2756404,1062682
68441194,1851762,44057
22106707,789582,8895413
82403594,6737114,3026368
15735338,25659,648555
57459523,534905,25659
41567619,55716,1318585
8105827,157498,9499360
44747963,195167,115605
8666531,439886,9539959
57700880,554273,2381655
37240649,4047077,4681817
21750968,23109,2004666
16513144,224396,4391597
21162969,3886033,10398994
30854433,440586,8444949
7266616,116234,4802427
37039220,292881,3309402
31165518,28882,3087998
6650489,26615,534633
62687229,1161979,478854
51471577,72222,291175
75437071,3612744,7496
69271000,2026850,245477
8992411,149669,8817575
84027914,7673863,195786
42979500,3487,593036
25378710,456274,8104608
72217961,2822880,1907605
62872255,1178422,425867
29122302,48017,68985
58467958,619390,288074
5988842,869296,8762949
11577245,551840,1149198
66406304,1541276,785909
29118521,4078169,1150513
73346644,3098520,939436
17528712,1922164,413067
26464550,397157,454443
70560238,2332000,1096393
65068163,1450906,661420
21948924,5597574,1645953
14731209,137178,787234
70764873,2382379,1389753
6694814,422654,223229
74007390,3281450,48313
71906867,2716703,3396483
11790688,839141,54031
56664782,436669,46115
12230448,3151608,62025
33375713,145795,8763530
76219483,4049476,16270
77392228,4369233,1494022
13378142,3333003,3351116
2716680,368452,1921710
45079952,54476,1198969
33681096,3612656,4019748
10546416,2824008,920052
59796770,722741,119446
80637401,5865110,4024420
46072577,7217247,7840663
27658116,1748358,1497840
83511,39498,3089657
75780883,3853257,7496
56338640,415958,4012070
4646423,869633,8764641
8481046,62064,15683
41184593,429311,547340
48397046,3164,471173
29478176,91802,1071556
43059472,3487,11184220
17464102,2536574,9872710
60740074,916358,4343637
80218474,5660937,4624918
15367036,517107,4689321
38134103,4194988,2982990
73751064,3216884,627824
29751006,53881,1505638
41307673,223460,6699107
34338255,152504,607
34316779,1528966,48514
71113514,2473433,517728
35963426,497216,4014327
11296026,870182,254913
31406416,433285,1360405
12711862,57140,1260100
29451884,1133215,620956
25209704,3507355,6632292
36482361,503329,3422025
74733777,3391581,3493
4126468,72537,663810
21168941,5519287,37779
39735859,195220,4998120
11479784,469963,9490868
19571167,274438,4852052
84953129,8405199,48313
33793539,90276,4675233
52331204,109139,109785
71408193,2567115,214487
70031673,2206715,18515
1236505,481879,6854116
20404448,598760,5471334
25916892,68961,2078331
50475384,48420,599762
38885558,105620,3368414
71235468,2511784,206738
70953439,2439490,536683
22182712,1499370,1206222
23606974,4736465,8772748
19740426,510021,5367294
44041234,456022,1063081
48092844,1057295,7155190
19273249,1011496,390935
83234659,7171137,294603
52484003,117805,934004
40319853,194943,407246
31148145,1848423,2904850
23700969,2914185,1041820
67703696,1765468,443746
75692634,3781606,7496
15098291,915192,289492
1322615,646344,3909406
59625157,682480,6879460
81946181,6602775,387517
3346222,397967,1348414
44226457,399586,101973
62597465,1151536,1514796
37851600,3592485,7209551
26979750,53468,1237561
10884764,2881232,8995962
10421048,790863,6755215
58483099,619561,228263
19717783,2936857,10313144
62099341,1065769,1065172
28782926,117829,1848787
29340812,117958,6910338
39809324,296056,4413884
30793196,3441,8326452
56561894,432919,16031
3934347,853025,8764098
60690957,910522,909116
59308441,662428,2349514
5839467,105768,4460900
81389207,6461157,5994113
21852979,509656,2283
84011089,7669360,2654849
41460575,2901024,11165084
55114594,268942,429311
36724222,264759,9305091
57345133,518413,54603
30423605,28461,7099413
44609698,444736,1515579
70985059,2449964,44064
33103768,142192,8763516
27775037,46381,1314212
67392335,1704942,28882
81979206,6609650,2339
65912495,1508894,1508060
37541144,1947843,1342725
17573031,516499,1350173
82400174,6736547,2560176
77809794,4462454,12890
25315302,444138,934738
25075710,71386,430112
18637905,1596271,10239500
15493095,675911,160441
34446835,480751,124907
58741728,627951,44064
66038314,1511864,132335
25494123,47344,1498891
726470,385625,3128600
21428659,552995,10071411
22306723,33975,4106992
8563179,2441050,1244798
75771730,3845831,7496
68793952,1917028,94160
14484050,62376,80942
79293665,5138219,5421029
72866239,3002722,35281
47235165,630288,633177
17827220,840147,8765312
21966000,693423,14789
65482326,1499143,604823
45092728,54476,1334253
1654690,793057,8962242
15886973,4211056,74962
40799130,216829,1511597
52601592,121223,24501
20851826,1113727,8788102
12956468,422853,28795
42516075,1850562,71863
63521356,1272021,712956
44426311,216481,4106086
59762348,718131,697477
61941030,1048425,1083403
31000488,1629776,10037892
49663691,29540,47743
72236836,2827857,12810
1248676,583664,625847
63635775,1288369,4018
35301541,52439,535117
23729258,1171985,1196995
31855333,7291910,743989
60964013,934998,72280
76339725,4106052,444138
1694093,376944,377587
75221962,3547059,399586
84465433,7987709,2327
74446721,3369570,514930
47210463,54545,26411
41481132,119477,1848782
40248836,194943,55820
